artist_name;track_name;release_date;genre;sadness;danceability;acousticness;topic;energy;track_id
miia;dynasty;2015;pop;0.4383821851154668;0.4671287772121737;0.2570273664933398;sadness;0.5945819328891953;t624
dove cameron;rotten to the core;2015;pop;0.1713062161708981;0.6837430954186072;0.0508022598416263;violence;0.8088028374860154;t625
machine gun kelly;bad mother f*cker;2015;pop;0.0035087719526462;0.6155095851835807;0.0166656793832122;world/life;0.8658616765608694;t626
machine gun kelly;till i die;2015;pop;0.0004576659213102;0.8689483374851079;0.0312239269316535;obscene;0.61660464270756;t627
alessia cara;river of tears;2015;pop;0.3901407746834744;0.3534062601537961;0.9317268390831718;sadness;0.3723527701766062;t628
melanie martinez;soap;2015;pop;0.0602706480901392;0.5776020794974548;0.2550193323487272;violence;0.689679998013952;t629
a$ap rocky;lord pretty flacko jodye 2 (lpfj2);2015;pop;0.000674763858369;0.4627964908480451;0.0122480042650645;obscene;0.7187099336836145;t630
one direction;history;2015;pop;0.0430000111401151;0.6425863749593849;0.0353403969281093;world/life;0.6996903206586632;t631
one direction;olivia;2015;pop;0.095530688990052;0.6263403010939024;0.0439749437499435;world/life;0.6816717398981829;t632
selena gomez;same old love;2015;pop;0.2530403441892978;0.6609985920069318;0.0223885766953581;violence;0.5935809006247241;t633
drake;back to back;2015;pop;0.0004460303545436;0.6209249431387416;0.0090150692922382;obscene;0.4724559966237183;t634
sara bareilles;she used to be mine;2015;pop;0.2617716434024793;0.3631539044730857;0.382529500531627;world/life;0.3032815439280986;t635
g-eazy;calm down;2015;pop;0.0419890933492051;0.5147839272175891;0.0001746989705812;obscene;0.624612900823329;t636
halsey;castle;2015;pop;0.0630113115960011;0.611177298819452;0.2510032640595021;violence;0.5715581908063595;t637
drake;know yourself;2015;pop;0.0005425936175198;0.7292321022419582;0.1907622397211242;obscene;0.4103919962265087;t638
quinn xcii;ffyl;2015;pop;0.32963814446582;0.71515217155854;0.2269068543241509;sadness;0.7627553533203438;t639
future;where ya at;2015;pop;0.0228820743667579;0.8137116863424673;0.0936737888291052;obscene;0.4534363835987669;t640
melanie martinez;cake;2015;pop;0.4785344044002386;0.494205566987978;0.382529500531627;sadness;0.6556449010219337;t641
kelly clarkson;heartbeat song;2015;pop;0.0004111842289821;0.4638795624390772;0.0137540298735239;night/time;0.7987925148413042;t642
louis the child;it's strange (feat. k.flay);2015;pop;0.0011961724949283;0.8397054045272394;0.3724893298085641;violence;0.4924766419131408;t643
selena gomez;kill em with kindness;2015;pop;0.000797448189997;0.7530596772446659;0.0079809317077627;violence;0.8848812895858208;t644
twenty one pilots;doubt;2015;pop;0.0011441648395114;0.7119029567854437;0.1214850617319897;world/life;0.6456345783772226;t645
the weeknd;false alarm;2016;pop;0.0009930487091644;0.494205566987978;0.0325291491256517;romantic;0.6766665785758272;t646
iron & wine;time after time;2016;pop;0.4567044056886618;0.6133434420015164;0.8172688928402541;sadness;0.2482247693821868;t647
yg;why you always hatin?;2016;pop;0.0004657662467431;0.9360987761291022;0.0393564652173345;obscene;0.3363156086556456;t648
granger smith;backroad song;2016;pop;0.000591366063748;0.4617134192570129;0.0353403969281093;music;0.8338286440977936;t649
bts;silver spoon;2016;pop;0.0705851263697758;0.6360879454131919;0.0012841378354797;violence;0.8758719992055807;t650
lizzo;coconut oil;2016;pop;0.0004784689051221;0.4324704862991444;0.1365453178165841;obscene;0.7277192240638546;t651
kanye west;pt. 2;2016;pop;0.0007518797608114;0.6588324488248675;0.5793168467036615;obscene;0.7247161272704413;t652
madeintyo;uber everywhere;2016;pop;0.000939849666286;0.7768872522473736;0.054416721301929;obscene;0.4554384481277092;t653
fruit bats;humbug mountain song;2016;pop;0.0020242915826409;0.5754359363153905;0.0356416020498012;world/life;0.926924644693608;t654
a day to remember;paranoia;2016;pop;0.0307954897470013;0.3761507635654716;4.738960581285726e-05;violence;0.992992774148702;t655
post malone;broken whiskey glass;2016;pop;0.0007974482031511;0.4877071374417849;0.2901599298794476;obscene;0.6736634817824139;t656
the weeknd;ordinary life;2016;pop;0.0005913660979577;0.5223654283548144;0.0277098671785815;world/life;0.5865736747734263;t657
jon bellion;hand of god;2016;pop;0.1674795264268256;0.5765190079064226;0.3052201859640421;world/life;0.551537545516937;t658
birdtalker;heavy;2016;pop;0.3153576507444998;0.598180439727066;0.2871478786625288;sadness;0.5495354809879948;t659
ariana grande;thinking bout you;2016;pop;0.0945204013017361;0.4822917794866241;0.0149588503602915;obscene;0.697688256129721;t660
isaiah rashad;4r da squaw;2016;pop;0.0004537205229125;0.6555832340517709;0.5341360784498781;obscene;0.5235086421117456;t661
vic mensa;liquor locker;2016;pop;0.0005720824452696;0.5808512942705513;0.0581315844694623;obscene;0.4414239964251135;t662
travis scott;lose;2016;pop;0.0718610141047891;0.8342900465720786;0.308232237180961;obscene;0.5575437391037638;t663
blink-182;bored to death;2016;pop;0.1303800220117285;0.4768764215314632;0.0057720941486889;world/life;0.9669659352724528;t664
post malone;feel;2016;pop;0.0004460303456926;0.4714610635763026;0.2148586494564753;obscene;0.5074921258802076;t665
kanye west;real friends;2016;pop;0.0127190458825769;0.4151413408426297;0.2690755713610154;obscene;0.746738837088806;t666
ookay;thief;2016;pop;0.1382474162523027;0.5537745044947471;0.0055311300513353;violence;0.8078018052215444;t667
kanye west;fade;2016;pop;0.4122936842370444;0.7519766056536337;0.1004007032135574;sadness;0.7667594823782282;t668
bruno mars;perm;2016;pop;0.0005783690248505;0.857034549983754;0.014557243531369;obscene;0.8718678701476962;t669
kevin gates;hard for;2016;pop;0.1315028529151325;0.7086537420123471;0.0402600805824102;obscene;0.4854694160618428;t670
brent faiyaz;poison;2016;pop;0.0004314064009761;0.6794108090544786;0.7138551343927053;obscene;0.3943754799949707;t671
post malone;yours truly, austin post;2016;pop;0.0004385965054858;0.6360879454131919;0.4849392419068694;obscene;0.6186067072365022;t672
travis scott;sweet sweet;2016;pop;0.0216848388001705;0.7270659590598939;0.0862440624940386;obscene;0.5785654166576573;t673
bryce vine;glamorama;2016;pop;0.0891483348768911;0.67507852269035;0.2550193323487272;obscene;0.6055932877983776;t674
kodak black;skrt;2016;pop;0.0007209805450188;0.909021986353298;0.5873489832821118;obscene;0.3523321248871836;t675
wrabel;11 blocks;2016;pop;0.0011961723283752;0.5321130726741038;0.0216857647447437;obscene;0.7117027078323166;t676
galantis;no money;2016;pop;0.1859377307947808;0.6599155204158995;0.0283122774219652;night/time;0.9169143220488968;t677
glass animals;season 2 episode 3;2016;pop;0.1458472812126498;0.7368136033791834;0.5451802662452473;obscene;0.2892670922255028;t678
panic! at the disco;golden days;2016;pop;0.0016977929819447;0.5353622874472004;0.0033022121508154;world/life;0.7086996110389032;t679
young the giant;silvertongue;2016;pop;0.0007627765385947;0.6620816635979638;0.009788162437914;violence;0.7897832244610642;t680
jon bellion;morning in america;2016;pop;0.0013850416102316;0.7335643886060871;0.1375493348888904;obscene;0.6816717398981829;t681
panic! at the disco;impossible year;2016;pop;0.0035087720605823;0.1216289396729123;0.4759030882561127;world/life;0.3373166409201167;t682
lost kings;phone down;2016;pop;0.0487190137173922;0.5797682226795191;0.0068664727575027;obscene;0.6826727721626541;t683
drake;hype;2016;pop;0.0005847953526734;0.7877179681576953;0.0244970125472013;obscene;0.608596384591791;t684
ella mai;10,000 hours;2016;pop;0.0477150526954113;0.5808512942705513;0.2038144616611061;night/time;0.4053868349041531;t685
glass animals;pork soda;2016;pop;0.0013157895623965;0.689158453373768;0.1214850617319897;violence;0.6646541914021739;t686
future;wicked;2016;pop;0.0008920606878928;0.7108198851944114;0.0019166685910327;obscene;0.6796696753692407;t687
twenty88;push it;2016;pop;0.0005720824168286;0.6014296545001625;0.0322279440039598;violence;0.534519997020928;t688
logic;flexicution;2016;pop;0.0003395585822561;0.7693057511101484;0.0583323878839235;obscene;0.7016923851876053;t689
jon bellion;irobot;2016;pop;0.0776369896221601;0.3003357521932199;0.2058224958057186;violence;0.5605468358971771;t690
sia;bird set free;2016;pop;0.0004576659242521;0.4075598397054045;0.0115451923144501;violence;0.8057997406926022;t691
dodie;sick of losing soulmates;2016;pop;0.0984197377980247;0.4508827033466912;0.7188752197542367;violence;0.241217543530889;t692
justin timberlake;september;2016;pop;0.1214599899068564;0.7714718942922129;0.0160632691398284;world/life;0.8498451603293317;t693
ariana grande;leave me lonely;2016;pop;0.434694342791289;0.4151413408426297;0.598393171077481;sadness;0.4494322545408825;t694
bruno mars;calling all my lovelies;2016;pop;0.0172227038581068;0.6501678760966101;0.0393564652173345;obscene;0.7056965142454898;t695
ab-soul;the law (feat. mac miller & rapsody);2016;pop;0.1009940092342575;0.7389797465612479;0.2499992469871957;violence;0.6376263202614536;t696
j. cole;ville mentality;2016;pop;0.0567904832084645;0.8613668363478827;0.7921684660325965;violence;0.3783589637634327;t697
james arthur;train wreck;2016;pop;0.000785546009939;0.2700097476443193;0.7038149636696422;violence;0.4854694160618428;t698
solange;cranes in the sky;2016;pop;0.7197106315503486;0.7119029567854437;0.4096379614838971;sadness;0.6156036104430889;t699
gryffin;whole heart;2016;pop;0.2575961307004123;0.4757933499404311;0.028111474007504;romantic;0.648637675170636;t700
the weeknd;a lonely night;2016;pop;0.0011198209260597;0.857034549983754;0.0432721317993291;violence;0.6636531591377026;t701
drake;still here;2016;pop;0.000683527022764;0.837539261345175;0.0235933971821256;obscene;0.4364188351027578;t702
grupo maximo grado;el hombre del equipo;2016;pop;0.0013850416245719;0.8126286147514352;0.4628508663161308;violence;0.7597522565269305;t703
timeflies;once in a while;2016;pop;0.0003927729946641;0.7844687533845988;0.0076094453910094;feelings;0.6876779334850097;t704
fat joe;all the way up;2016;pop;0.0006747638686082;0.513700855626557;0.0622480544659181;obscene;0.7217130304770278;t705
meek mill;blue notes;2016;pop;0.0487858670145761;0.4909563522148814;0.6676703490666156;obscene;0.4314136737804022;t706
bruno mars;straight up & down;2016;pop;0.0004177109624684;0.5310300010830717;0.0209829527941293;obscene;0.7337254176506813;t707
toni romiti;imma dog too;2016;pop;0.0006747638808463;0.7812195386115022;0.5351400955221842;obscene;0.3813620605568461;t708
drake;pop style;2016;pop;0.0005540166432303;0.7108198851944114;0.1877501885042053;obscene;0.4584415449211225;t709
travis scott;outside;2016;pop;0.0004828585416068;0.7541427488356981;0.5050195833529955;obscene;0.61660464270756;t710
famous dex;hoes mad;2016;pop;0.0008097166991047;0.6978230261020254;0.0318263371750373;obscene;0.7587512242624593;t711
yo gotti;down in the dm;2016;pop;0.0009074410419798;0.7736380374742771;0.0015753027864485;obscene;0.6626521268732316;t712
legado 7;el afro (en vivo);2016;pop;0.1682438797912323;0.6599155204158995;0.3865455688208522;violence;0.551537545516937;t713
adele;remedy;2016;pop;0.4015059283323399;0.3620708328820535;0.8945782074078388;sadness;0.3052836084570408;t714
flume;never be like you (feat. kai);2016;pop;0.1125189774666326;0.4140582692515975;0.4548187297376804;violence;0.5575437391037638;t715
eric bellinger;g.o.a.t.;2016;pop;0.0006662225727339;0.4389689158453375;0.0232921920604337;obscene;0.6366252879969825;t716
ajr;weak;2016;pop;0.3396758716345883;0.6609985920069318;0.1275091641658274;sadness;0.6426314815838092;t717
charlie puth;one call away;2016;pop;0.4416321137367142;0.6555832340517709;0.4046178761223655;sadness;0.6136015459141466;t718
sia;the greatest;2016;pop;0.0008771930316532;0.6566663056428029;0.0102399701204519;violence;0.7257171595349123;t719
dnce;toothbrush;2016;pop;0.3424569924470912;0.5375284306292646;0.1335332665996652;sadness;0.8017956116347176;t720
gucci mane;both (feat. drake);2016;pop;0.0014224752043625;0.8537853352106575;0.1194770275873771;obscene;0.4053868349041531;t721
whethan;when i'm down;2016;pop;0.0019493179216131;0.8288746886169177;0.2098385640949438;violence;0.7697625791716417;t722
post malone;big lie;2016;pop;0.0004784689103645;0.4118921260695332;0.1917662567934305;obscene;0.6846748366915963;t723
daya;hide away;2016;pop;0.3117640782281959;0.8916928408967834;0.2259028372518446;sadness;0.8017956116347176;t724
ariana grande;everyday;2016;pop;0.0212398631724337;0.6230910863208059;0.0152600554819834;world/life;0.7337254176506813;t725
rihanna;needed me;2016;pop;0.0008628128181724;0.6599155204158995;0.1104408739366204;obscene;0.3142928988372809;t726
lukas graham;7 years;2016;pop;0.0004699248546434;0.7617242499729233;0.2881518957348351;world/life;0.4734570288881894;t727
panic! at the disco;death of a bachelor;2016;pop;0.2697785558919609;0.4335535578901766;0.0137540298735239;violence;0.5385241260788124;t728
russ;psycho, pt. 2;2016;pop;0.0312715223108673;0.7628073215639554;0.7781122270203084;feelings;0.5485344487235236;t729
ariana grande;side to side;2016;pop;0.0004537205354971;0.6371710170042241;0.0515050717922407;obscene;0.7367285144440947;t730
kyle;ispy (feat. lil yachty);2016;pop;0.0010121458229653;0.7411458897433121;0.3795174493147081;obscene;0.6536428364929915;t731
jon bellion;all time low;2016;pop;0.3731785420458821;0.5656882919961009;0.0510030632560876;sadness;0.5695561262774171;t732
the weeknd;starboy;2016;pop;0.0798439270260251;0.6674970215531246;0.1415654031781156;obscene;0.5885757393023685;t733
post malone;go flex;2016;pop;0.0004918839249152;0.6534170908697066;0.2289148884687635;obscene;0.4984828354999674;t734
post malone;white iverson;2016;pop;0.0005720824099061;0.6642478067800283;0.233934973830295;obscene;0.5625489004261194;t735
hailee steinfeld;starving;2016;pop;0.1716016624106001;0.7227336726957654;0.3795174493147081;violence;0.6156036104430889;t736
post malone;congratulations;2016;pop;0.0004576659192155;0.6155095851835807;0.2158626665287816;obscene;0.8047987084281311;t737
post malone;i fall apart;2016;pop;0.3441114871841049;0.5353622874472004;0.0691757722648316;sadness;0.5385241260788124;t738
lady gaga;million reasons;2016;pop;0.0802857036341165;0.6534170908697066;0.4387544565807798;world/life;0.4244064479291044;t739
martin garrix;in the name of love;2016;pop;0.1385207795794794;0.4757933499404311;0.1094368568643141;violence;0.5195045130538611;t740
russ;ain't nobody takin my baby;2016;pop;0.028488150396082;0.6869923101917037;0.675702485645066;obscene;0.5705571585418883;t741
ella mai;she don't (feat. ty dolla $ign);2016;pop;0.0696261635633274;0.6371710170042241;0.2690755713610154;obscene;0.478462190210545;t742
james arthur;can i be him;2016;pop;0.100571891849149;0.6869923101917037;0.3092362542532673;music;0.543529287401168;t743
the weeknd;secrets;2016;pop;0.0706563823552286;0.6534170908697066;0.0155612606036753;obscene;0.7717646437005838;t744
childish gambino;me and your mama;2016;pop;0.1933855865809639;0.5115347124444927;0.0116455940216807;obscene;0.4334157383093445;t745
kanye west;famous;2016;pop;0.0006119951365367;0.4465504169825626;0.0604408237357668;obscene;0.7417336757664503;t746
the band camino;2 / 14;2016;pop;0.3829348928144608;0.5905989385898408;0.3785134322424018;sadness;0.7086996110389032;t747
sabrina carpenter;thumbs;2016;pop;0.0008223685276724;0.7238167442867974;0.0285130808364265;world/life;0.7187099336836145;t748
mila j;kickin’ back;2016;pop;0.0004017677928916;0.6913245965558323;0.318272407904024;obscene;0.6616510946087604;t749
eric bellinger;drive by;2016;pop;0.0006265664367157;0.3826491931116647;0.6506020588374086;obscene;0.61660464270756;t750
astrid s;hurts so good;2016;pop;0.4189490538580361;0.6642478067800283;0.0843364300566567;sadness;0.6095974168562621;t751
the weeknd;six feet under;2016;pop;0.0004244482410077;0.7693057511101484;0.12951719831044;obscene;0.5044890290867943;t752
jon bellion;woke the f*ck up;2016;pop;0.0018148821443779;0.43030434311708;0.0501998495982425;obscene;0.6306190944101557;t753
panic! at the disco;house of memories;2016;pop;0.3523097698329307;0.481208707895592;0.0027299224196008;sadness;0.8178121278662557;t754
the weeknd;true colors;2016;pop;0.0004422821853272;0.6090111556373877;0.2851398445179162;violence;0.4244064479291044;t755
hailee steinfeld;you're such a;2016;pop;0.0005316321202177;0.604678869273259;0.0080110522199319;obscene;0.6966872238652497;t756
hoodie allen;surprise party (feat. blackbear);2016;pop;0.0004965243787457;0.6599155204158995;0.0045471933204752;obscene;0.6996903206586632;t757
ty dolla $ign;wavy (feat. joe moses);2016;pop;0.000785545963237;0.7454781761074407;0.0901597290760332;obscene;0.4914756096486696;t758
lil yachty;one night;2016;pop;0.0838182678030525;0.7584750351998268;0.3674692444470326;night/time;0.4764601256816028;t759
kodak black;too many years;2016;pop;0.1237844277065536;0.6534170908697066;0.0237942005965869;obscene;0.706697546509961;t760
jon bellion;overwhelming;2016;pop;0.0006747638679853;0.7259828874688617;0.2680715542887091;obscene;0.6296180621456846;t761
young thug;digits;2016;pop;0.0005540166454606;0.766056536337052;0.0326295508328823;obscene;0.632621158939098;t762
rihanna;sex with me;2016;pop;0.0011198208669246;0.6035957976822268;0.3273085615547807;obscene;0.5395251583432836;t763
niykee heaton;bad intentions;2016;pop;0.0006662225587166;0.7378966749702156;0.2489952299148894;violence;0.7207119982125567;t764
frank ocean;nikes;2016;pop;0.0005783690823857;0.5212823567637821;0.6977908612358045;obscene;0.3943754799949707;t765
tori kelly;i was made for loving you;2016;pop;0.0009074411684489;0.3848153362937291;0.3473889030009067;romantic;0.3493290280937702;t766
jon bellion;guillotine;2016;pop;0.0954064562026798;0.598180439727066;0.1064248056473952;violence;0.7987925148413042;t767
kygo;stole the show;2016;pop;0.4523316706936123;0.6685800931441569;0.1556216421904038;sadness;0.6626521268732316;t768
travis scott;way back;2016;pop;0.0004616805651795;0.3620708328820535;0.2228907860349257;obscene;0.5545406423103503;t769
bruno mars;chunky;2016;pop;0.0005913660654246;0.5516083613126829;0.0208825510868986;obscene;0.5395251583432836;t770
shakira;try everything;2016;pop;0.4519732422151579;0.6967399545109932;0.0258022347411995;sadness;0.6095974168562621;t771
beyoncé;6 inch (feat. the weeknd);2016;pop;0.0004422822021805;0.4920394238059136;0.0434729352137903;obscene;0.6376263202614536;t772
p!nk;"just like fire (from the original motion picture ""alice through the looking glass"")";2016;pop;0.2920382967733743;0.617675728365645;0.0114447906072194;violence;0.7016923851876053;t773
local natives;dark days;2016;pop;0.0010741138925769;0.5873497238167443;0.1094368568643141;violence;0.6556449010219337;t774
khalid;cold blooded;2017;pop;0.0262289741804728;0.702155312466154;0.780120261164921;violence;0.4053868349041531;t775
a r i z o n a;oceans away;2017;pop;0.5772756394973193;0.6014296545001625;0.1305212153827463;sadness;0.6426314815838092;t776
harry styles;sign of the times;2017;pop;0.3196091652126758;0.494205566987978;0.0260030381556608;sadness;0.5755623198642439;t777
lana del rey;lust for life (with the weeknd);2017;pop;0.2671623765427504;0.4790425647135276;0.6064253076559314;violence;0.6556449010219337;t778
khalid;keep me;2017;pop;0.1793806310885398;0.7758041806563415;0.3694772785916452;violence;0.5745612875997728;t779
playboi carti;location;2017;pop;0.0005263157978217;0.7097368136033794;0.3313246298440059;obscene;0.7907842567255353;t780
jazmine sullivan;insecure;2017;pop;0.0315840605563275;0.4877071374417849;0.5391561638114095;obscene;0.5114962549380921;t781
dean lewis;waves;2017;pop;0.4231063179817361;0.4974547817610745;0.1696778812026919;sadness;0.7787718695518818;t782
taylor swift;getaway car;2017;pop;0.3462986500510492;0.5418607169933933;0.0046676753691519;sadness;0.689679998013952;t783
yoke lore;truly madly deeply;2017;pop;0.3820335218080278;0.6642478067800283;0.8293170977079295;sadness;0.3683486411187215;t784
russ;pull the trigger;2017;pop;0.0005316321617824;0.6079280840463556;0.3062242030363484;obscene;0.6516407719640491;t785
dove cameron;ways to be wicked;2017;pop;0.0005659309799941;0.611177298819452;0.0936737888291052;world/life;0.9809803869750484;t786
jacquees;at the club;2017;pop;0.0138608753231286;0.7942163977038883;0.1244971129489086;obscene;0.6686583204600582;t787
rita ora;your song;2017;pop;0.0629714387295642;0.8592006931658184;0.1586336934073227;music;0.624612900823329;t788
james tw;please keep loving me;2017;pop;0.1304405666816711;0.5147839272175891;0.1174689934427645;romantic;0.4694528998303049;t789
ed sheeran;what do i know?;2017;pop;0.0179353555254313;0.8407884761182715;0.2520072811318083;world/life;0.4924766419131408;t790
banes world;you say i'm in love;2017;pop;0.4276535511339652;0.6079280840463556;0.4287142858577168;sadness;0.2852629631676183;t791
halsey;walls could talk;2017;pop;0.0999077721576123;0.611177298819452;0.1285131812381337;obscene;0.4234054156646333;t792
taylor swift;i did something bad;2017;pop;0.0005482456604169;0.6869923101917037;0.0681717551925253;feelings;0.6025901910049642;t793
yoke lore;beige;2017;pop;0.1144713510849027;0.4075598397054045;0.382529500531627;violence;0.6776676108402985;t794
khalid;winter;2017;pop;0.160921513636566;0.6674970215531246;0.1014047202858637;world/life;0.5755623198642439;t795
charli xcx;boys;2017;pop;0.0005211048083857;0.8721975522582044;0.0648584988539145;obscene;0.5455313519301104;t796
kygo;remind me to forget;2017;pop;0.7840115065763588;0.6794108090544786;0.1586336934073227;sadness;0.5054900613512654;t797
camila cabello;havana;2017;pop;0.3075964148965079;0.7465612476984729;0.399597790760834;sadness;0.5795664489221284;t798
drake;gyalchester;2017;pop;0.0008354219107402;0.8776129102133652;0.0344367815630336;obscene;0.3893703186726151;t799
big sean;moves;2017;pop;0.0372715295301319;0.7877179681576953;0.0543163195946983;obscene;0.5305158679630435;t800
prettymuch;would you mind;2017;pop;0.0004422821944285;0.6317556590490632;0.0061536206361652;night/time;0.7537460629401037;t801
khalid;hopeless;2017;pop;0.0685633527377679;0.7833856817935667;0.6455819734758771;music;0.7026934174520766;t802
bryson tiller;run me dry;2017;pop;0.0963525539252213;0.6328387306400952;0.3945777053993026;obscene;0.756749159733517;t803
bts;not today;2017;pop;0.0748195267731299;0.5765190079064226;0.001816266883802;world/life;0.9469452899830304;t804
p!nk;beautiful trauma;2017;pop;0.0006578947809308;0.3793999783385682;0.0871476778591143;obscene;0.6196077395009734;t805
russ;do it myself;2017;pop;0.0004784689208403;0.8332069749810462;0.018071303284441;obscene;0.5585447713682348;t806
kehlani;crzy;2017;pop;0.000649772594961;0.8288746886169177;0.2269068543241509;obscene;0.7026934174520766;t807
migos;kelly price (feat. travis scott);2017;pop;0.0029239766886337;0.7400628181522799;0.5321280443052655;violence;0.6856758689560675;t808
ed sheeran;save myself;2017;pop;0.2582870332927544;0.5310300010830717;0.8534135074432806;world/life;0.2902681244899739;t809
aminé;redmercedes;2017;pop;0.0122071729397112;0.8093793999783387;0.0060532189289346;obscene;0.6366252879969825;t810
t-pain;f.b.g.m.;2017;pop;0.0003732736123838;0.6794108090544786;0.1275091641658274;obscene;0.657646965550876;t811
smallpools;million bucks;2017;pop;0.0015479877195832;0.591682010180873;0.0060431787582116;obscene;0.8658616765608694;t812
playboi carti;yah mean;2017;pop;0.0006191950533483;0.7736380374742771;0.0641556869033001;obscene;0.730722320857268;t813
lorde;perfect places;2017;pop;0.0006497726305025;0.6068450124553233;0.0024186771271858;world/life;0.5805674811865995;t814
lorde;homemade dynamite;2017;pop;0.0005599104313609;0.7790533954294379;0.2299189055410698;obscene;0.5485344487235236;t815
illenium;beautiful creatures (feat. max);2017;pop;0.104418093481782;0.5711036499512618;0.0665653278768352;violence;0.8268214182464957;t816
lana del rey;cherry;2017;pop;0.2928438488829005;0.4194736272067584;0.0481918154536299;obscene;0.534519997020928;t817
kelly clarkson;love so soft;2017;pop;0.0019493179280671;0.8082963283873064;0.005320286466151;romantic;0.5815685134510706;t818
phora;to the moon;2017;pop;0.3106353683078479;0.5180331419906856;0.6265056491020574;sadness;0.5725592230708306;t819
prettymuch;open arms;2017;pop;0.2630153626446349;0.6783277374634463;0.1465854885396471;night/time;0.4254074801935755;t820
mt. joy;sheep;2017;pop;0.0021052633128232;0.4725441351673346;0.8945782074078388;violence;0.502486964557852;t821
louis the child;love is alive;2017;pop;0.0004784689011281;0.6653308783710603;0.7038149636696422;violence;0.5004849000289098;t822
katy perry;swish swish;2017;pop;0.0006265664467303;0.8418715477093037;0.0184729101133635;obscene;0.7056965142454898;t823
the chainsmokers;paris;2017;pop;0.3272813234907266;0.6404202317773205;0.021585363037513;obscene;0.658647997815347;t824
davido;fall;2017;pop;0.327439000040765;0.9382649193111664;0.3805214663870144;sadness;0.6756655463113562;t825
blackbear;i miss the old u;2017;pop;0.0006119951230284;0.7086537420123471;0.3112442883978799;obscene;0.8128069665439001;t826
billie eilish;bored;2017;pop;0.2934593302265242;0.5895158669988086;0.9166665829985772;world/life;0.3283073505398766;t827
gucci mane;i get the bag (feat. migos);2017;pop;0.1134343743800163;0.8971081988519443;0.0232921920604337;violence;0.6336221912035691;t828
pnb rock;horses (with pnb rock, kodak black & a boogie wit da hoodie);2017;pop;0.3150703974391995;0.6945738113289288;0.0519066786211632;sadness;0.6616510946087604;t829
jhene aiko;sativa;2017;pop;0.0004828585361408;0.7357305317881513;0.3162643737594114;obscene;0.6105984491207332;t830
sza;broken clocks;2017;pop;0.0488337406144241;0.6739954510993178;0.1305212153827463;obscene;0.6836738044271251;t831
migos;slippery (feat. gucci mane);2017;pop;0.0019493180898734;0.9296003465829092;0.308232237180961;obscene;0.6746645140468851;t832
young thug;relationship (feat. future);2017;pop;0.0015948963993324;0.8451207624824002;0.0025291190051395;obscene;0.5975850296826086;t833
dennis lloyd;nevermind;2017;pop;0.0132105603433664;0.5743528647243584;0.1566256592627101;night/time;0.6916820625428941;t834
zac efron;rewrite the stars;2017;pop;0.3114399553443783;0.6739954510993178;0.0718866183600586;sadness;0.6196077395009734;t835
kendrick lamar;humble.;2017;pop;0.0005599104345131;0.9166034874905232;0.000282128797318;obscene;0.6216098040299156;t836
sam smith;too good at goodbyes;2017;pop;0.3230105695196871;0.6490848045055778;0.6174694954513007;sadness;0.3733538024410772;t837
lauv;i like me better;2017;pop;0.000626566436904;0.7476443192895051;0.5371481296667969;obscene;0.5054900613512654;t838
billie eilish;idontwannabeyouanymore;2017;pop;0.3034349946021443;0.4562980613018521;0.739959578272669;sadness;0.412394060755451;t839
rex orange county;loving is easy;2017;pop;0.0010319918352293;0.7519766056536337;0.2178707006733942;world/life;0.6095974168562621;t840
billie eilish;copycat;2017;pop;0.0010121457858198;0.6685800931441569;0.3544170225070507;obscene;0.3883692864081439;t841
maggie lindemann;pretty girl;2017;pop;0.0005211047703965;0.6945738113289288;0.1506015568288723;obscene;0.8688647733542828;t842
zedd;stay (with alessia cara);2017;pop;0.0006747638560274;0.6804938806455106;0.2540153152764209;night/time;0.6226108362943867;t843
a$ap ferg;plain jane;2017;pop;0.0006265664373989;0.7963825408859527;0.0653605073900676;obscene;0.844839999006976;t844
logic;1-800-273-8255;2017;pop;0.0743932598888511;0.604678869273259;0.5722887271975173;obscene;0.5745612875997728;t845
khalid;saved;2017;pop;0.0584789513473468;0.7335643886060871;0.1897582226488179;world/life;0.4484312222764113;t846
drake;passionfruit;2017;pop;0.3220084737655039;0.8039640420231778;0.3052201859640421;obscene;0.4594425771855936;t847
dua lipa;new rules;2017;pop;0.0130775651554203;0.7584750351998268;0.0026194805416471;obscene;0.7006913529231342;t848
miguel;sky walker (feat. travis scott);2017;pop;0.0012239902880533;0.6631647351889961;0.1736939494919172;obscene;0.5064910936157365;t849
shawn mendes;mercy;2017;pop;0.4069892227042349;0.5342792158561682;0.1255011300212148;sadness;0.6626521268732316;t850
ed sheeran;happier;2017;pop;0.3283967002449265;0.4985378533521066;0.5381521467391033;sadness;0.3853661896147306;t851
aminé;caroline;2017;pop;0.0004616805259835;0.9523448499945846;0.1706818982749982;obscene;0.3353145763911745;t852
train;play that song;2017;pop;0.0005425936144105;0.3577385465179248;0.0231917903532031;music;0.8258203859820246;t853
nav;some way;2017;pop;0.0004873294613555;0.7433120329253764;0.1054207885750889;obscene;0.7237150950059701;t854
jessie reyez;great one;2017;pop;0.1246153814682609;0.4357197010722409;0.4457825760869238;world/life;0.4994838677644386;t855
chelsea cutler;your shirt;2017;pop;0.3984968477712983;0.3945629806130185;0.1857421543595927;sadness;0.4764601256816028;t856
